id , user1, user2
2885 , 538962 , 2877
2886 , 993933 , 8597
2887 , 1800171 , 526782
2888 , 1092728 , 3852
2889 , 1197220 , 8529
2890 , 87352 , 1614
2891 , 1616524 , 1046409
2892 , 167661 , 6430
2893 , 42800 , 658624
2894 , 1918178 , 9554
2895 , 450401 , 1958
2896 , 338 , 1110640
2897 , 1961842 , 1662
2898 , 514198 , 1920678
2899 , 987312 , 453874
2900 , 10796 , 1725074
2901 , 935972 , 1068
2902 , 597881 , 1164296
2903 , 1828792 , 3176
2904 , 1467344 , 3800
2905 , 392395 , 3817
2906 , 373305 , 2308
2907 , 323794 , 1338
2908 , 83353 , 1813526
2909 , 177408 , 13386
2910 , 2018497 , 1068234
2911 , 1327970 , 13162
2912 , 1748291 , 4728
2913 , 1817724 , 4214
2914 , 1016613 , 1384
2915 , 266509 , 5540
2916 , 1714338 , 2321
2917 , 1894999 , 1874465
2918 , 1570258 , 1919700
2919 , 1646007 , 774652
2920 , 1343 , 12532
2921 , 798322 , 9289
2922 , 884841 , 197423
2923 , 216160 , 536
2924 , 677065 , 1003063
2925 , 13433 , 11025
2926 , 987293 , 6816
2927 , 1138537 , 798
2928 , 1618927 , 782
2929 , 1274912 , 1731043
2930 , 1834088 , 730989
2931 , 1820311 , 646
2932 , 10188 , 850330
2933 , 1834273 , 750770
2934 , 1396122 , 10403
2935 , 306412 , 610725
2936 , 987700 , 784588
2937 , 564473 , 10343
2938 , 664626 , 1896163
2939 , 1060373 , 10400
2940 , 373145 , 1304
2941 , 298437 , 4086
2942 , 480483 , 249103
2943 , 1312851 , 7220
2944 , 1074656 , 9110
2945 , 1246186 , 12088
2946 , 900519 , 1068
2947 , 1389 , 715565
2948 , 1215161 , 409131
2949 , 461080 , 1433027
2950 , 1290768 , 6820
2951 , 207296 , 11802
2952 , 954290 , 1900
2953 , 1112189 , 837184
2954 , 1336738 , 1135639
2955 , 357762 , 1115
2956 , 1044318 , 636039
2957 , 1713342 , 10832
2958 , 1651806 , 9258
2959 , 4241 , 1007267
2960 , 1818569 , 1011059
2961 , 1267049 , 10767
2962 , 325402 , 1885
2963 , 523877 , 10684
2964 , 8538 , 180432
2965 , 717774 , 1486668
2966 , 1033501 , 1037
2967 , 1827643 , 9539
2968 , 1895536 , 4180
2969 , 1598667 , 10959
2970 , 1824255 , 1477408
2971 , 10895 , 1290010
2972 , 10952 , 1315020
2973 , 8458 , 1335070
2974 , 468469 , 2112
2975 , 3749 , 7223
2976 , 696917 , 5416
2977 , 1879140 , 51
2978 , 1952111 , 1282526
2979 , 272362 , 243148
2980 , 481568 , 1660
2981 , 525239 , 5397
2982 , 1093118 , 717774
2983 , 1521009 , 1343
2984 , 1404026 , 7180
2985 , 739420 , 945699
2986 , 1955747 , 1894404
2987 , 1720255 , 195
2988 , 1239573 , 1733638
2989 , 669356 , 730
2990 , 864253 , 597998
2991 , 39491 , 8857
2992 , 10952 , 736
2993 , 1717813 , 1181
2994 , 588703 , 1111845
2995 , 926863 , 4460
2996 , 10628 , 1690719
2997 , 347496 , 9686
2998 , 879980 , 8144
2999 , 1065432 , 13909
3000 , 1836901 , 446612
3001 , 1978260 , 133
3002 , 433055 , 6644
3003 , 1985359 , 2048746
3004 , 1422175 , 171
3005 , 2018752 , 784776
3006 , 1828808 , 1830303
3007 , 1157988 , 1762020
3008 , 1133974 , 13954
3009 , 749875 , 1716
3010 , 1175871 , 1838805
3011 , 262216 , 3543
3012 , 1181531 , 11322
3013 , 1874201 , 2284
3014 , 1367541 , 13743
3015 , 1661648 , 5574
3016 , 109 , 379339
3017 , 1406827 , 1641
3018 , 1319620 , 71
3019 , 394662 , 1167188
3020 , 1717915 , 5574
3021 , 1904062 , 2056
3022 , 315 , 1808105
3023 , 1379727 , 7381
3024 , 231941 , 1843161
3025 , 487405 , 525
3026 , 1343209 , 6314
3027 , 1557596 , 2444
3028 , 752889 , 58
3029 , 1648510 , 2283
3030 , 9158 , 1726408
3031 , 1626026 , 1667673
3032 , 544732 , 5689
3033 , 606583 , 11339
3034 , 504559 , 437031
3035 , 7353 , 675179
3036 , 335375 , 5454
3037 , 1446458 , 1163713
3038 , 351074 , 1973961
3039 , 1922923 , 2122
3040 , 1160392 , 12543
3041 , 205810 , 2519
3042 , 1024163 , 1276869
3043 , 1402920 , 4489
3044 , 1793302 , 4714
3045 , 167457 , 1223676
3046 , 893103 , 5449
3047 , 8831 , 151045
3048 , 1572665 , 616
3049 , 1907229 , 1304
3050 , 1414913 , 3881
3051 , 85624 , 10585
3052 , 3518 , 1481788
3053 , 989715 , 10833
3054 , 12532 , 13878
3055 , 1891977 , 4424
3056 , 1842040 , 1085405
3057 , 1610578 , 1423
3058 , 1605059 , 4252
3059 , 1326657 , 5839
3060 , 1863774 , 583
3061 , 410145 , 7018
3062 , 1973934 , 1716
3063 , 1563569 , 640258
3064 , 1416412 , 1548876
3065 , 1883906 , 2321
3066 , 133977 , 8913
3067 , 1781304 , 363
3068 , 7033 , 359841
3069 , 1361387 , 1571259
3070 , 7010 , 1371611
3071 , 5103 , 6499
3072 , 1421552 , 195
3073 , 1512421 , 5163
3074 , 1500989 , 11507
3075 , 999591 , 5288
3076 , 267099 , 10185
3077 , 1692778 , 1484136
3078 , 494146 , 3536
3079 , 1170156 , 6500
3080 , 1069 , 1892556
3081 , 5416 , 1006407
3082 , 1884710 , 64
3083 , 1949052 , 864236
3084 , 2035641 , 902
3085 , 5315 , 133597
3086 , 1272103 , 294114
3087 , 490385 , 1840750
3088 , 1648588 , 8983
3089 , 1292559 , 3847
3090 , 6445 , 1653402
3091 , 2038990 , 2332
3092 , 1157502 , 3609
3093 , 371377 , 234607
3094 , 1945218 , 513598
3095 , 763020 , 10743
3096 , 511729 , 1845844
3097 , 141165 , 1367
3098 , 568397 , 1663654
3099 , 1435945 , 2873
3100 , 14422 , 339538
3101 , 664836 , 1113
3102 , 4636 , 682879
3103 , 906916 , 1716
3104 , 752472 , 1438
3105 , 836600 , 4493
3106 , 304296 , 108189
3107 , 56807 , 828814
3108 , 12800 , 5288
3109 , 918288 , 1517574
3110 , 1857351 , 6657
3111 , 1320445 , 2036947
3112 , 1273524 , 7954
3113 , 85652 , 10767
3114 , 1050510 , 1933302
3115 , 1459593 , 1419373
3116 , 127835 , 9015
3117 , 1873739 , 1520
3118 , 865689 , 5767
3119 , 598533 , 12206
3120 , 539268 , 12746
3121 , 760073 , 3623
3122 , 784394 , 824
3123 , 781 , 1483
3124 , 768764 , 10231
3125 , 1223076 , 1241
3126 , 1888516 , 326
3127 , 227612 , 12018
3128 , 1657748 , 615401
3129 , 794651 , 3506
3130 , 1666798 , 11845
3131 , 1446 , 503917
3132 , 1274226 , 9038
3133 , 450401 , 341
3134 , 755566 , 2896
3135 , 1830303 , 1415280
3136 , 883569 , 263337
3137 , 6471 , 349241
3138 , 1742401 , 987
3139 , 1451794 , 9552
3140 , 1636933 , 1085472
3141 , 1517595 , 11892
3142 , 3176 , 1007986
3143 , 1900441 , 269168
3144 , 505768 , 878
3145 , 1123679 , 893
3146 , 1060365 , 13534
3147 , 1379727 , 1578047
3148 , 1791875 , 1849268
3149 , 2013739 , 1776665
3150 , 8523 , 11974
3151 , 13269 , 1570369
3152 , 4795 , 451660
3153 , 839455 , 8880
3154 , 541583 , 472446
3155 , 1462256 , 3984
3156 , 1239668 , 12123
3157 , 1613221 , 2070
3158 , 791778 , 82
3159 , 288 , 1284957
3160 , 1836251 , 6971
3161 , 1294475 , 2519
3162 , 735998 , 1865650
3163 , 300593 , 6023
3164 , 35183 , 9487
3165 , 249056 , 9574
3166 , 32 , 969455
3167 , 776761 , 1583
3168 , 856674 , 12486
3169 , 560922 , 9195
3170 , 1495372 , 13973
3171 , 7797 , 250741
3172 , 425764 , 1354
3173 , 776601 , 2610
3174 , 1106985 , 541
3175 , 820 , 736
3176 , 11234 , 1709149
3177 , 248397 , 1378
3178 , 1444827 , 1845751
3179 , 1547902 , 1905092
3180 , 1930148 , 5247
3181 , 1499738 , 1452979
3182 , 217742 , 4328
3183 , 1620308 , 2610
3184 , 1219975 , 679231
3185 , 537181 , 648
3186 , 3795 , 1924463
3187 , 1244499 , 9478
3188 , 588620 , 1582
3189 , 447110 , 1495
3190 , 196946 , 1961
3191 , 1950303 , 3906
3192 , 616991 , 1891932
3193 , 10431 , 402
3194 , 451147 , 58
3195 , 1280677 , 5867
3196 , 1890782 , 2021408
3197 , 401990 , 65353
3198 , 1207267 , 1509
3199 , 321210 , 8810
3200 , 1759629 , 10144
3201 , 1525881 , 7148
3202 , 1638695 , 1806
3203 , 1814379 , 1319424
3204 , 1399181 , 1163538
3205 , 620889 , 13727
3206 , 1733819 , 1966
3207 , 1679743 , 230174
3208 , 1441478 , 2376
3209 , 12529 , 488605
3210 , 1335603 , 7226
3211 , 1444803 , 8564
3212 , 543740 , 14373
3213 , 167815 , 2029289
3214 , 1165566 , 495356
3215 , 990174 , 1477566
3216 , 5247 , 12098
3217 , 3769 , 3420
3218 , 887448 , 955
3219 , 1255975 , 1449
3220 , 1144535 , 338
3221 , 2032952 , 2421
3222 , 863552 , 6707
3223 , 1650979 , 5571
3224 , 310393 , 4944
3225 , 1141494 , 5989
3226 , 543139 , 3642
3227 , 992496 , 3642
3228 , 1758166 , 1143938
3229 , 422217 , 516641
3230 , 1435945 , 10224
3231 , 10708 , 548411
3232 , 722249 , 7055
3233 , 1253906 , 74608
3234 , 329910 , 3800
3235 , 1756004 , 1304
3236 , 738483 , 7493
3237 , 1295693 , 455175
3238 , 862952 , 597
3239 , 44142 , 10548
3240 , 163998 , 2808
3241 , 534275 , 8992
3242 , 654706 , 3625
3243 , 3808 , 558635
3244 , 187750 , 9141
3245 , 606737 , 920377
3246 , 166178 , 1743763
3247 , 450802 , 9258
3248 , 1280199 , 1022
3249 , 598146 , 2119
3250 , 1092662 , 2624
3251 , 1166492 , 7797
3252 , 661094 , 5482
3253 , 451147 , 1837787
3254 , 746358 , 13958
3255 , 529822 , 6224
3256 , 1960870 , 428115
3257 , 1839036 , 71
3258 , 1373089 , 10790
3259 , 65353 , 858940
3260 , 633404 , 1824
3261 , 2030301 , 1115
3262 , 402 , 490
3263 , 1068482 , 192
3264 , 1082238 , 12425
3265 , 241490 , 5806
3266 , 1427497 , 7189
3267 , 2026596 , 668117
3268 , 1672482 , 717774
3269 , 1792115 , 6153
3270 , 853395 , 12290
3271 , 480385 , 12719
3272 , 1473829 , 1257105
3273 , 1325919 , 5278
3274 , 452729 , 251697
3275 , 10196 , 1033501
3276 , 198038 , 1164
3277 , 1697609 , 1742065
3278 , 1446855 , 3800
3279 , 305524 , 3091
3280 , 350795 , 1978241
3281 , 969950 , 4480
3282 , 1496780 , 11369
3283 , 1432888 , 5611
3284 , 1009 , 6036
3285 , 1513946 , 6237
3286 , 759797 , 1537227
3287 , 1349222 , 1109
3288 , 1911214 , 1160273
3289 , 8338 , 2032947
3290 , 1037951 , 8549
3291 , 674976 , 1548997
3292 , 2009632 , 14308
3293 , 1701276 , 1484003
3294 , 422770 , 1167021
3295 , 1703876 , 1409262
3296 , 11661 , 1067336
3297 , 1234404 , 1504664
3298 , 1160550 , 1865650
3299 , 910092 , 543609
3300 , 402493 , 1704
3301 , 9613 , 779532
3302 , 1335070 , 10525
3303 , 293179 , 5333
3304 , 466321 , 715565
3305 , 1693369 , 1053114
3306 , 1640821 , 2332
3307 , 9821 , 12787
3308 , 1474409 , 1304
3309 , 1963656 , 11815
3310 , 1556625 , 5861
3311 , 1284377 , 10401
3312 , 550064 , 7532
3313 , 10243 , 1265372
3314 , 1862944 , 662980
3315 , 14083 , 708095
3316 , 938042 , 4558
3317 , 881939 , 11628
3318 , 1022583 , 6847
3319 , 1647712 , 7338
3320 , 1460214 , 1304
3321 , 348201 , 902
3322 , 1919398 , 12206
3323 , 878 , 1837898
3324 , 1035158 , 13414
3325 , 392771 , 1925560
3326 , 248996 , 8983
3327 , 1985028 , 344
3328 , 1444747 , 100785
3329 , 1009324 , 541
3330 , 1605154 , 9871
3331 , 7667 , 398101
3332 , 8770 , 1619340
3333 , 429184 , 2608
3334 , 1399181 , 4742
3335 , 970674 , 9600
3336 , 69625 , 1000
3337 , 971900 , 1094855
3338 , 1849671 , 1577051
3339 , 1844942 , 3087
3340 , 1994209 , 13699
3341 , 1187090 , 7188
3342 , 864077 , 601178
3343 , 1744748 , 2610
3344 , 442891 , 5689
3345 , 1910835 , 518
3346 , 112356 , 12399
3347 , 746 , 9103
3348 , 1175737 , 730
3349 , 966313 , 1716
3350 , 1738950 , 875066
3351 , 1144406 , 923
3352 , 633833 , 13262
3353 , 10501 , 4520
3354 , 1089311 , 1976
3355 , 1570945 , 14365
3356 , 1368327 , 6814
3357 , 1285771 , 3968
3358 , 915780 , 1074
3359 , 224512 , 1834273
3360 , 952399 , 6309
3361 , 126578 , 139979
3362 , 780862 , 8983
3363 , 355619 , 3571
3364 , 5901 , 5060
3365 , 1638695 , 316346
3366 , 1712092 , 1648876
3367 , 1920366 , 1220492
3368 , 32715 , 398428
3369 , 1190831 , 6664
3370 , 1421406 , 1192
3371 , 1068193 , 2411
3372 , 805972 , 1921122
3373 , 676320 , 1352575
3374 , 1099744 , 3726
3375 , 2018711 , 1249
3376 , 235912 , 902
3377 , 1450543 , 607
3378 , 14076 , 1409936
3379 , 939214 , 4600
3380 , 8105 , 11469
3381 , 695724 , 782
3382 , 709872 , 2775
3383 , 940358 , 1362
3384 , 1991176 , 11098
3385 , 1006342 , 8528
3386 , 678469 , 79196
3387 , 618173 , 2362
3388 , 9821 , 123231
3389 , 12450 , 360463
3390 , 563533 , 2039278
3391 , 1031650 , 2046110
3392 , 333892 , 2309
3393 , 850339 , 7667
3394 , 265885 , 5240
3395 , 619923 , 6412
3396 , 739426 , 485358
3397 , 13050 , 164810
3398 , 882444 , 2145
3399 , 341059 , 10767
3400 , 1948757 , 776601
3401 , 26395 , 758882
3402 , 270705 , 652510
3403 , 1750463 , 5005
3404 , 6541 , 1591362
3405 , 1409936 , 207
3406 , 952573 , 1021
3407 , 3508 , 512950
3408 , 395232 , 1548997
3409 , 1885457 , 1516
3410 , 1091555 , 8567
3411 , 1008576 , 1856191
3412 , 7054 , 39491
3413 , 1628149 , 12425
3414 , 131814 , 7972
3415 , 314408 , 2726
3416 , 1927873 , 2468
3417 , 1346485 , 7222
3418 , 938243 , 1322
3419 , 1920366 , 1590428
3420 , 398428 , 6035
3421 , 369784 , 821
3422 , 1024630 , 96015
3423 , 1819106 , 893550
3424 , 786669 , 10424
3425 , 128360 , 14195
3426 , 1991281 , 4344
3427 , 1304105 , 3013
3428 , 741425 , 12464
3429 , 528760 , 1998
3430 , 10910 , 1457557
3431 , 752322 , 736348
3432 , 969417 , 1559
3433 , 492725 , 8340
3434 , 1410089 , 11892
3435 , 563654 , 1223084
3436 , 1086757 , 7065
3437 , 542237 , 1966406
3438 , 1050472 , 150000
3439 , 553628 , 541
3440 , 700926 , 156106
3441 , 1112971 , 3834
3442 , 252431 , 12635
3443 , 409655 , 4558
3444 , 1459593 , 8269
3445 , 1074504 , 2107
3446 , 1985066 , 1668833
3447 , 1927873 , 1595976
3448 , 1542149 , 10682
3449 , 156643 , 1605244
3450 , 1068482 , 681631
3451 , 1716262 , 9505
3452 , 1584446 , 6797
3453 , 1248946 , 1077569
3454 , 2025158 , 2393
3455 , 1810327 , 2013
3456 , 1772993 , 9098
3457 , 985 , 556873
3458 , 2039278 , 752
3459 , 1097577 , 1680764
3460 , 1467443 , 1763203
3461 , 1959 , 1385007
3462 , 502181 , 10669
3463 , 534791 , 7678
3464 , 1179047 , 503212
3465 , 1214083 , 5468
3466 , 1434456 , 915384
3467 , 1499738 , 5354
3468 , 3769 , 1433176
3469 , 222774 , 8968
3470 , 1269657 , 9270
3471 , 245995 , 995551
3472 , 767528 , 2669
3473 , 368307 , 562215
3474 , 156847 , 353
3475 , 1747758 , 578757
3476 , 446290 , 210382
3477 , 10732 , 573962
3478 , 6279 , 1077320
3479 , 370457 , 577
3480 , 2027232 , 3784
3481 , 269962 , 5293
3482 , 251093 , 13523
3483 , 7636 , 923030
3484 , 882063 , 13228
3485 , 46402 , 8266
3486 , 147828 , 1843013
3487 , 1361347 , 11507
3488 , 297215 , 5599
3489 , 962548 , 782
3490 , 2032768 , 564925
3491 , 982180 , 1114
3492 , 1576675 , 609845
3493 , 283126 , 1397993
3494 , 687686 , 12037
3495 , 1290790 , 7353
3496 , 1954775 , 363
3497 , 6478 , 1445519
3498 , 1663522 , 1304
3499 , 6172 , 4927
3500 , 1432888 , 1450315
3501 , 1088889 , 319288
3502 , 808356 , 5575
3503 , 3179 , 1937
3504 , 817267 , 2610
3505 , 12754 , 6475
3506 , 1555973 , 8888
3507 , 2036980 , 6183
3508 , 745576 , 9004
3509 , 640 , 1099631
3510 , 907671 , 1633566
3511 , 83587 , 1596744
3512 , 527145 , 14308
3513 , 1547646 , 593
3514 , 1053860 , 640
3515 , 1763137 , 1603997
3516 , 1301413 , 6878
3517 , 659247 , 13743
3518 , 1854441 , 10659
3519 , 1473300 , 402
3520 , 400452 , 920231
3521 , 507 , 13652
3522 , 556248 , 301093
3523 , 193520 , 259575
3524 , 300159 , 1304
3525 , 10739 , 62849
3526 , 1772528 , 1047008
3527 , 1024163 , 5689
3528 , 1927756 , 1433734
3529 , 1477566 , 3758
3530 , 1068436 , 7004
3531 , 376803 , 6667
3532 , 881641 , 852536
3533 , 1037759 , 238912
3534 , 621507 , 135
3535 , 1503436 , 5689
3536 , 348604 , 539601
3537 , 1474511 , 1176
3538 , 1172316 , 2857
3539 , 1664420 , 348
3540 , 1392843 , 384396
3541 , 1453308 , 441423
3542 , 646613 , 793
3543 , 1122413 , 3052
3544 , 32694 , 1012571
3545 , 9686 , 1895536
3546 , 938733 , 824708
3547 , 1223904 , 6013
3548 , 1180829 , 850988
3549 , 298052 , 971839
3550 , 738002 , 11466
3551 , 1186689 , 12567
3552 , 499525 , 730
3553 , 1902698 , 3800
3554 , 1489918 , 6301
3555 , 1308698 , 4486
3556 , 466494 , 956886
3557 , 8859 , 671778
3558 , 2930 , 946950
3559 , 1215371 , 1050
3560 , 1078 , 398088
3561 , 1027183 , 2434
3562 , 625334 , 653994
3563 , 11011 , 1527363
3564 , 10253 , 1401514
3565 , 1799955 , 1099397
3566 , 49996 , 562448
3567 , 8105 , 9962
3568 , 938352 , 6025
3569 , 1143938 , 1026552
3570 , 1744238 , 1235450
3571 , 7791 , 1725830
3572 , 6796 , 10413
3573 , 381002 , 5999
3574 , 556869 , 1714393
3575 , 1480539 , 1060702
3576 , 84165 , 1384
3577 , 952409 , 6884
3578 , 1987306 , 11567
3579 , 1425771 , 520468
3580 , 552817 , 2286
3581 , 9886 , 5043
3582 , 1513438 , 13924
3583 , 990832 , 5482
3584 , 1753392 , 1956
3585 , 1616256 , 14069
3586 , 269200 , 803267
3587 , 6643 , 249103
3588 , 1626678 , 541
3589 , 1791047 , 712
3590 , 925561 , 3543
3591 , 1741114 , 4684
3592 , 335336 , 3995
3593 , 1148257 , 616
3594 , 56497 , 1129
3595 , 1531272 , 11873
3596 , 630129 , 2436
3597 , 1889584 , 461355
3598 , 1500830 , 11892
3599 , 308490 , 438
3600 , 768169 , 1936180
3601 , 199757 , 1246343
3602 , 484392 , 8980
3603 , 179667 , 1854
3604 , 1787311 , 12882
3605 , 1496609 , 1149105
3606 , 1629680 , 1195844
3607 , 34619 , 1660
3608 , 3643 , 1373079
3609 , 416569 , 1129
3610 , 1092184 , 826365
3611 , 1653308 , 1912454
3612 , 304580 , 1518288
3613 , 53946 , 5839
3614 , 1521424 , 5431
3615 , 1882789 , 5540
3616 , 290184 , 11838
3617 , 721279 , 3267
3618 , 1401427 , 13152
3619 , 1086067 , 9478
3620 , 60064 , 6834
3621 , 1223084 , 1304
3622 , 764924 , 2608
3623 , 1125115 , 550560
3624 , 1953587 , 7208
3625 , 899777 , 8436
3626 , 991733 , 1653
3627 , 985437 , 10403
3628 , 6675 , 739420
3629 , 1078 , 395232
3630 , 1142323 , 4460
3631 , 788871 , 221
3632 , 1700705 , 5557
3633 , 167865 , 1050
3634 , 597402 , 2808
3635 , 1477312 , 4489
3636 , 1541208 , 240
3637 , 1179899 , 10727
3638 , 1524119 , 295
3639 , 796627 , 235
3640 , 1877021 , 1446196
3641 , 1635208 , 491
3642 , 1942164 , 1068
3643 , 1556405 , 7366
3644 , 178 , 13400
3645 , 2004236 , 2321
3646 , 1799936 , 1088
3647 , 6445 , 987982
3648 , 1500252 , 2994
3649 , 760182 , 7414
3650 , 510035 , 4876
3651 , 217099 , 5639
3652 , 1863325 , 27
3653 , 1927117 , 538
3654 , 57201 , 1336646
3655 , 1849268 , 608890
3656 , 241022 , 1450
3657 , 563979 , 821327
3658 , 425364 , 3906
3659 , 1763137 , 2775
3660 , 175216 , 792685
3661 , 1505798 , 235
3662 , 132543 , 1134
3663 , 1825821 , 8839
3664 , 992707 , 124
3665 , 1948596 , 7414
3666 , 1477517 , 7038
3667 , 1017298 , 4767
3668 , 734210 , 1872450
3669 , 1180788 , 3308
3670 , 792688 , 923
3671 , 1672845 , 10090
3672 , 2446 , 14424
3673 , 1598670 , 1095388
3674 , 610725 , 1668825
3675 , 1967631 , 10126
3676 , 662484 , 11481
3677 , 5055 , 991733
3678 , 648843 , 3192
3679 , 416125 , 7678
3680 , 500824 , 2608
3681 , 1122487 , 944460
3682 , 449041 , 938
3683 , 1665350 , 511
3684 , 249103 , 10026
3685 , 1826348 , 12932
3686 , 571644 , 1681
3687 , 8692 , 1586636
3688 , 1446356 , 1304
3689 , 562 , 218630
3690 , 869718 , 4486
3691 , 917615 , 10880
3692 , 1009324 , 1955110
3693 , 610725 , 6015
3694 , 1101698 , 3881
3695 , 2035093 , 7054
3696 , 1494421 , 1707310
3697 , 1142256 , 195
3698 , 1535567 , 494
3699 , 8597 , 1553504
3700 , 1173831 , 13954
3701 , 1799176 , 6412
3702 , 1927692 , 8711
3703 , 10514 , 1652718
3704 , 690497 , 9258
3705 , 437080 , 1834402
3706 , 534743 , 598942
3707 , 1132186 , 9536
3708 , 1354 , 8929
3709 , 1475049 , 8081
3710 , 361798 , 8255
3711 , 1220344 , 541
3712 , 751211 , 238634
3713 , 1405040 , 1956
3714 , 1739846 , 1201594
3715 , 7882 , 2001976
3716 , 1956280 , 802
3717 , 1884 , 101649
3718 , 323484 , 1389
3719 , 1577438 , 10295
3720 , 1835494 , 1118
3721 , 1427043 , 1592838
3722 , 11323 , 1695474
3723 , 5092 , 1086869
3724 , 1820004 , 12448
3725 , 1833836 , 8305
3726 , 171643 , 363
3727 , 1161766 , 1073598
3728 , 1803503 , 1027001
3729 , 1410449 , 489928
3730 , 599522 , 8647
3731 , 1056412 , 736
3732 , 1590258 , 4784
3733 , 801157 , 10309
3734 , 2493 , 1219975
3735 , 1335663 , 659
3736 , 492234 , 72
3737 , 1576443 , 3181
3738 , 1108666 , 3979
3739 , 9544 , 1284377
3740 , 1283778 , 10454
3741 , 1298482 , 4927
3742 , 1617703 , 812022
3743 , 10413 , 718434
3744 , 578237 , 1512
3745 , 1086887 , 9488
3746 , 1394117 , 14439
3747 , 2027232 , 234972
3748 , 432440 , 361
3749 , 415224 , 605874
3750 , 10487 , 1649513
3751 , 4275 , 1739035
3752 , 1353556 , 1441553
3753 , 260872 , 1753840
3754 , 2018646 , 1277582
3755 , 234607 , 9045
3756 , 38195 , 1817015
3757 , 1253924 , 878564
3758 , 470646 , 71
3759 , 1956176 , 730
3760 , 1885512 , 8170
3761 , 10754 , 583644
3762 , 1480331 , 6659
3763 , 1249612 , 5096
3764 , 1695799 , 1738473
3765 , 1859960 , 9258
3766 , 6439 , 263709
3767 , 1199178 , 5247
3768 , 1994105 , 5689
3769 , 1818677 , 2250
3770 , 1680310 , 10243
3771 , 726868 , 1826
3772 , 1062097 , 8333
3773 , 5558 , 719
3774 , 12979 , 79559
3775 , 1388271 , 8288
3776 , 223290 , 8888
3777 , 1751171 , 1655372
3778 , 315803 , 9479
3779 , 1236779 , 5483
3780 , 1883906 , 1466731
3781 , 1583270 , 5575
3782 , 9952 , 1718762
3783 , 709616 , 2184
3784 , 572602 , 5540
3785 , 8996 , 1611973
3786 , 452885 , 400633
3787 , 1067406 , 1520
3788 , 1634142 , 1490062
3789 , 1462634 , 768764
3790 , 58132 , 5579
3791 , 624986 , 2365
3792 , 2007102 , 1527363
3793 , 513585 , 235
3794 , 1455774 , 6725
3795 , 714974 , 3052
3796 , 1200074 , 862
3797 , 409697 , 4246
3798 , 1410 , 1887847
3799 , 1870507 , 12248
3800 , 1788830 , 13254
3801 , 1351890 , 2867
3802 , 1006880 , 10483
3803 , 1980100 , 2998
3804 , 728890 , 513646
3805 , 84188 , 1529
3806 , 330203 , 5689
3807 , 1519914 , 3159
3808 , 1503068 , 1322
3809 , 1470269 , 11400
3810 , 1212404 , 16
3811 , 152001 , 1324
3812 , 318740 , 2029079
3813 , 8529 , 1165566
3814 , 1445519 , 3231
3815 , 679989 , 5689
3816 , 854000 , 425611
3817 , 1913589 , 1068
3818 , 1624049 , 2332
3819 , 1446609 , 3015
3820 , 885848 , 192619
3821 , 828911 , 1707310
3822 , 239058 , 583
3823 , 638264 , 6669
3824 , 8644 , 813135
3825 , 494118 , 3224
3826 , 1118868 , 12486
3827 , 546633 , 592
3828 , 864077 , 382371
3829 , 6499 , 354822
3830 , 144406 , 320
3831 , 793084 , 1619340
3832 , 437736 , 2530
3833 , 1030722 , 474
3834 , 1293569 , 1344164
3835 , 318740 , 12587
3836 , 880567 , 6226
3837 , 1083056 , 2986
3838 , 1005955 , 1354177
3839 , 212693 , 4559
3840 , 1114899 , 3795
3841 , 1602458 , 2978
3842 , 7620 , 14321
3843 , 1468933 , 5257
3844 , 1675736 , 8838
3845 , 7010 , 2019204
3846 , 883344 , 1527802
3847 , 2030301 , 1812206
3848 , 2005274 , 2771
3849 , 992707 , 1023704
3850 , 387473 , 655
3851 , 1213115 , 607
3852 , 670336 , 6977
3853 , 720435 , 1560510
3854 , 1018728 , 1050
3855 , 1288608 , 64
3856 , 2025369 , 6216
3857 , 826907 , 3420
3858 , 1164417 , 2332
3859 , 1976534 , 5182
3860 , 241740 , 5745
3861 , 328652 , 1415480
3862 , 111246 , 17783
3863 , 14366 , 1547902
3864 , 1876748 , 155
3865 , 471566 , 1342
3866 , 1764893 , 186
3867 , 653786 , 1677
3868 , 507149 , 5854
3869 , 2029079 , 567647
3870 , 205298 , 605474
3871 , 1307370 , 1888155
3872 , 13218 , 277612
3873 , 533231 , 14054
3874 , 1819195 , 5574
3875 , 320050 , 7887
3876 , 1479988 , 2609
3877 , 1114 , 4986
3878 , 2001976 , 5558
3879 , 1808035 , 3800
3880 , 1307307 , 1883848
3881 , 1642565 , 1667600
3882 , 789097 , 3192
3883 , 876783 , 1330208
3884 , 307185 , 7689
3885 , 1767397 , 68
3886 , 1351539 , 1176388
3887 , 1554918 , 6657
3888 , 403643 , 627324
3889 , 1152418 , 1193917
3890 , 9599 , 5205
3891 , 89648 , 8806
3892 , 1605653 , 1189
3893 , 1479716 , 1304
3894 , 555230 , 1312013
3895 , 1839210 , 3378
3896 , 836512 , 2745
3897 , 1763203 , 4486
3898 , 321323 , 8342
3899 , 1619126 , 1226
3900 , 1576443 , 1296113
3901 , 166178 , 4606
3902 , 1868841 , 4916
3903 , 969 , 736
3904 , 1092371 , 1698593
3905 , 1216877 , 5480
3906 , 1414835 , 9779
3907 , 308912 , 17543
3908 , 322328 , 6303
3909 , 883789 , 172344
3910 , 8894 , 1068193
3911 , 9474 , 747493
3912 , 474800 , 541
3913 , 537373 , 1162786
3914 , 1913195 , 12613
3915 , 1384436 , 1813964
